id;family;type;serialNumber;refSortingType;Description;refType;storedWasteOrigin;location;address;"fillingLevel%%""metadata"": {""unit"": {""value"": ""C62"",""type"": ""String""}}%%";"cargoWeight%%""metadata"": {""unit"": {""value"": ""KGM"",""type"": ""String""}}%%";"temperature%%""metadata"": {""unit"": {""value"": ""CEL"",""type"": ""String""}}%%";"methaneConcentration%%""metadata"": {""unit"": {""value"": ""59"",""type"": ""String""}}%%";regulation;responsible;owner;dateServiceStarted;dateLastEmptying;nextActuationDeadline;actuationHours;openingHours;dateLastCleaning;nextCleaningDeadline;status;color;image;annotations;areaServed;dateModified;refDevice;refDepositPointIsle
8B56C6;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884903846, 43.29140194 ] } }";Urkiola kalea, 1, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8BA328;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877351245, 43.29317911 ] } }";Larrauri kalea, 1, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8BA86B;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883308737, 43.30770344 ] } }";Trenbide zahar errepidea, San Isidro Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8BB821;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883465205, 43.29321989 ] } }";Larrabarri ibilbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8BB914;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884781503, 43.29716637 ] } }";Bestorrene kalea, 7, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8BBC89;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.876122514, 43.29268185 ] } }";Larrauri kalea, 1, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EB170;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.919179395, 43.27526671 ] } }";Camino Sanroke, Ciudad Jardín / Loruri Sondika -48007.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EB192;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877029605, 43.31903115 ] } }";Trenbide zahar errepidea, San Isidro Derio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EDB91;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883561692, 43.29554313 ] } }";Larrabarri ibilbidea, 3, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EDFD8;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879967179, 43.29742972 ] } }";Errekalde kalea, Eleizalde Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EE4DB;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.88540638, 43.29208278 ] } }";Gernikako Arbola etorbidea, 8, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
8EF2FA;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883052182, 43.29011439 ] } }";Txorierri etorbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5414A;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879864893, 43.2939629 ] } }";Untzaga Ibaia kalea, Arteaga auzoa Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5419C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884781503, 43.29716637 ] } }";Bestorrene kalea, 7, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B541D3;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883052182, 43.29011439 ] } }";Txorierri etorbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5426C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883540273, 43.29456218 ] } }";Larrabarri ibilbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B542C3;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.886121355, 43.30173411 ] } }";Errementariñe kalea, 4, Aldekoena, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B543C2;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.885593674, 43.30092939 ] } }";Errementariñe kalea, Ganbe Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B543E6;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.876333828, 43.31868156 ] } }";Trenbide zahar errepidea, San Isidro Derio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B543E9;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.890219144, 43.30165358 ] } }";Ganbe, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5449B;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.88364639, 43.29150045 ] } }";Gernikako Arbola etorbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5449B;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.88364639, 43.29150045 ] } }";Gernikako Arbola etorbidea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54A90;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883405637, 43.29810805 ] } }";Larrabarri ibilbidea, 11L, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54B11;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.917292616, 43.27846727 ] } }";Sanroke bidea, Asunción Sondika -48150.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54C14;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.892618656, 43.30078553 ] } }";San Esteban auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54C4D;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884737289, 43.29589736 ] } }";Uribe kalea, 4, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54D0E;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884903846, 43.29140194 ] } }";Urkiola kalea, 1, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54D26;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879907844, 43.29569304 ] } }";Tailleri kalea, Arteaga auzoa Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B54D6C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.893187008, 43.30725259 ] } }";Zarandoa kalea, Ganbe Derio -48180.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B55081;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877869023, 43.30147972 ] } }";Eleizalde, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B55087;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879906155, 43.29886546 ] } }";Santiago etorbidea, 5, Eleizalde, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B550D2;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.885593674, 43.30092939 ] } }";Errementariñe kalea, Ganbe Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B56E58;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877869023, 43.30147972 ] } }";Eleizalde, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B5763C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.918406073, 43.27692717 ] } }";Camino Sanroke, Ciudad Jardín / Loruri Sondika -48007.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B578CD;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.893187008, 43.30725259 ] } }";Zarandoa kalea, Ganbe Derio -48180.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B578D5;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877029605, 43.31903115 ] } }";Trenbide zahar errepidea, San Isidro Derio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B579FB;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.918406073, 43.27692717 ] } }";Camino Sanroke, Ciudad Jardín / Loruri Sondika -48007.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B57A97;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.918406073, 43.27692717 ] } }";Camino Sanroke, Ciudad Jardín / Loruri Sondika -48007.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B57BA7;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.877351245, 43.29317911 ] } }";Larrauri kalea, 1, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B58CB6;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883444882, 43.30152923 ] } }";Elordimendi kalea, Aldekoena Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B58D2A;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879967179, 43.29742972 ] } }";Errekalde kalea, Eleizalde Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B58D90;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.895574813, 43.30676863 ] } }";BI-3707, Ganbe Derio -48180.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B58EC9;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.883429663, 43.30416097 ] } }";Mungialde etorbidea, 33, Aldekoena, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B58FB6;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.885014192, 43.30049038 ] } }";Mungialde etorbidea, Aldekoena Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B590BA;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884455998, 43.29817004 ] } }";Uribe kalea, 14, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B590C6;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.884737289, 43.29589736 ] } }";Uribe kalea, 4, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
B590D3;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.879225789, 43.31442586 ] } }";Trenbide zahar errepidea, San Isidro Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07950;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.932811226, 43.31134094 ] } }";Avenida Zabaloetxe, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07993;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.885389826, 43.29476064 ] } }";Almazene kalea, Txozna auzoa Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F079B8;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.829272082, 43.27281084 ] } }";Barrio Garaioltza, Garaioltza Lezama -48196.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07A3E;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.860978802, 43.29080006 ] } }";Laida bidea, Zamudio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07B34;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.938820778, 43.31440402 ] } }";Santa Luzia bidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07B9C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.814455582, 43.26108423 ] } }";Txorierriko korridorea, s/n, Garaioltza, Lezama -LARRABETZU.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07BE8;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.826683023, 43.28366209 ] } }";Barrio Garaioltza, Garaioltza Lezama -48196.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07BFA;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.914334091, 43.32596966 ] } }";Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07BFC;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.816299639, 43.26491971 ] } }";Txorierri errepidea, Garaioltza Lezama -LARRABETZU.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07C49;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.886479655, 43.29315173 ] } }";Unbe kalea, 1, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07D04;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.797461168, 43.26167783 ] } }";Errebale kalea, Larrabetzu -48915.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07D2A;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.937689442, 43.29161036 ] } }";Zangroiz, Sondika -48150.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07D2C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.911848477, 43.32834307 ] } }";Goitiko Anzubiaga bidea, 2, Loiu -48111.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07D97;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.885697826, 43.29112887 ] } }";Euskalerria kalea, 4, Neinver I industrialdea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07D9A;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.925396761, 43.29101574 ] } }";Sondika -48150.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07E53;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.889516405, 43.29931115 ] } }";San Esteban auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07E5C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.815558353, 43.27003992 ] } }";Garaioltza, Lezama -LARRABETZU.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07E5D;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.936553175, 43.31546865 ] } }";Santa Luzia bidea, Zabaloetxe Loiu ;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07E60;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.891483368, 43.28737303 ] } }";Egirleta etorbidea, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07E70;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.897729102, 43.28492433 ] } }";Egirleta - Derio errepidea, Zamudio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07ECC;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.905305961, 43.32788222 ] } }";Loiu - Gatika errepidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07F77;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.921751372, 43.31426626 ] } }";Loiu - Gatika errepidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07FD0;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.829302162, 43.29007994 ] } }";Barrio Garaioltza, Garaioltza Lezama -48196.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F07FF2;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.893371912, 43.29261318 ] } }";San Esteban auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08047;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.835384121, 43.27294081 ] } }";Aretxalde, Lezama -48196.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08049;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.924579057, 43.32202285 ] } }";Kukulu Barri Bidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F0806C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.862922741, 43.284017 ] } }";Txorierri errepidea, 7, Zamudio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F080E9;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.830143441, 43.27988371 ] } }";Garaioltza, Lezama -48196.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08148;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.897729102, 43.28492433 ] } }";Egirleta - Derio errepidea, Zamudio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08165;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.797461168, 43.26167783 ] } }";Errebale kalea, Larrabetzu -48915.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08245;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.864106244, 43.2825831 ] } }";Ganekogorta kalea, 2, Zamudio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08275;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.886097929, 43.29835073 ] } }";Aldekone plaza, Txozna auzoa Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F082DB;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.917211295, 43.31651516 ] } }";Loiu - Gatika errepidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F082E1;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.920909592, 43.31689099 ] } }";Zabaloetxe, Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F082EB;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.886720671, 43.29653525 ] } }";Mungialde etorbidea, 14, Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08359;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.865027687, 43.28355282 ] } }";Zamudio -48170.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08366;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.905857847, 43.33012443 ] } }";Loiu -48111.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08396;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.917211295, 43.31651516 ] } }";Loiu - Gatika errepidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F083F9;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.936145569, 43.31279904 ] } }";Urtxu-Garbe bidea, Zabaloetxe Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F083FD;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.912041594, 43.29695066 ] } }";Txorierri etorbidea, Sondika -48180.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F084AB;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.888041925, 43.29187234 ] } }";Euskalerria kalea, Neinver I industrialdea Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08519;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.911715508, 43.29761779 ] } }";Elotxelerri bidea, Loiu -48180.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F085AA;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.888195961, 43.29247785 ] } }";Txozna auzoa, Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F0864C;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.920909592, 43.31689099 ] } }";Zabaloetxe, Loiu -48016.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
F08673;Agent;DepositPoint;;SortingType:2;;DepositPointType:0;;" ""geometry"": { ""type"": ""Point"", ""coordinates"": [ -2.88693774, 43.2973234 ] } }";Idorsolo kalea, Txozna auzoa Derio -48160.;0;0;0;0;Municipal association;;Txorierri;;;;;;;;ok;;;;;;;
