Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;
119681;1541CLM;21/02/2019 09:04:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;8,00;
119155;1541CLM;21/02/2019 08:39:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;63,00;
119936;1541CLM;20/02/2019 08:42:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;15,00;
119655;1541CLM;20/02/2019 08:19:59;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;62,00;
119861;1541CLM;19/02/2019 08:48:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;14;50,00;
119593;1541CLM;18/02/2019 08:44:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;91,00;
122622;1541CLM;18/02/2019 08:17:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;32,00;
119573;1541CLM;15/02/2019 08:46:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;26,00;
119561;1541CLM;15/02/2019 08:21:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;17;41,00;
113335;7501JXG;14/02/2019 15:49:00;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;530,00;
113334;7501JXG;14/02/2019 15:47:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;406,00;
113333;7501JXG;14/02/2019 15:47:00;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;560,00;
113332;7501JXG;14/02/2019 15:45:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;556,00;
113331;7501JXG;14/02/2019 15:42:59;ZAMIO;Organico;ct org 1100;2;ZAMUDIO;TORRELARRAGOITI;24;544,00;
117233;1541CLM;14/02/2019 08:48:59;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;29,00;
116697;1541CLM;14/02/2019 08:23:00;F0C108;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;16;7,00;
115002;1541CLM;13/02/2019 08:46:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;57,00;
115003;1541CLM;13/02/2019 08:46:00;F07C37;Organico;ct org 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;15;23,00;
