Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;
66470;2618JYP;26/09/2018 06:51:59;B5441F;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN I;22;17,00;
66469;2618JYP;26/09/2018 06:51:00;B57661;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN I;22;13,00;
66468;2618JYP;26/09/2018 06:49:59;B590A9;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;30,00;
66467;2618JYP;26/09/2018 06:49:00;B543F6;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;56,00;
66466;2618JYP;26/09/2018 06:47:00;B57C89;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;32,00;
66465;2618JYP;26/09/2018 06:45:00;B57A0A;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;27,00;
66464;2618JYP;26/09/2018 06:44:00;B5514C;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;12,00;
66463;2618JYP;26/09/2018 06:42:59;B55014;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN II;22;30,00;
66447;2618JYP;26/09/2018 06:20:59;B57B08;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;16,00;
66446;2618JYP;26/09/2018 06:18:59;B550E1;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;27,00;
66445;2618JYP;26/09/2018 06:17:59;B55058;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;16,00;
66444;2618JYP;26/09/2018 06:17:00;B54218;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;0,00;
66443;2618JYP;26/09/2018 06:15:00;B55006;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;25,00;
66442;2618JYP;26/09/2018 06:13:59;B543BC;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;21,00;
66441;2618JYP;26/09/2018 06:11:59;B54C60;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;82,00;
66440;2618JYP;26/09/2018 06:09:59;B5772B;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;42,00;
66439;2618JYP;26/09/2018 06:08:59;B54D72;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;UGALDEGUREN III;22;25,00;
68116;7501JXG;25/09/2018 11:53:00;F0A0EE;Papel-Cartón;Cl pc 3200;2;ZAMUDIO;AREA URBANA;2;58,00;
68115;7501JXG;25/09/2018 11:48:00;F08144;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;172,00;
68114;7501JXG;25/09/2018 11:46:59;F0B5A8;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;124,00;
68113;7501JXG;25/09/2018 11:41:00;F094E9;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;46,00;
68112;7501JXG;25/09/2018 11:39:59;F0A402;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;54,00;
68111;7501JXG;25/09/2018 11:37:00;F0AA46;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;64,00;
68110;7501JXG;25/09/2018 11:35:00;F0C8DC;Papel-Cartón;Cl pc 3200;6;ZAMUDIO;AREA URBANA;2;10,00;
68109;7501JXG;25/09/2018 11:32:59;F0C8DC;Papel-Cartón;Cl pc 3200;6;ZAMUDIO;AREA URBANA;2;72,00;
68108;7501JXG;25/09/2018 11:32:00;F0986F;Papel-Cartón;Cl pc 3200;6;ZAMUDIO;AREA URBANA;2;70,00;
68107;7501JXG;25/09/2018 11:30:59;F0BD14;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;40,00;
68106;7501JXG;25/09/2018 11:28:00;F0C215;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;106,00;
66420;2618JYP;25/09/2018 11:26:00;ZAMIP;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;39,00;
68105;7501JXG;25/09/2018 11:26:00;F0BDAF;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;40,00;
68104;7501JXG;25/09/2018 11:23:59;F093FE;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;36,00;
68103;7501JXG;25/09/2018 11:15:00;F0CEEB;Papel-Cartón;Cl pc 3200;6;ZAMUDIO;AREA URBANA;2;38,00;
68102;7501JXG;25/09/2018 11:10:59;F088B9;Papel-Cartón;Cl pc 3200;5;ZAMUDIO;AREA URBANA;2;66,00;
68101;7501JXG;25/09/2018 11:06:00;F0A544;Papel-Cartón;Cl pc 3200;3;ZAMUDIO;AREA URBANA;2;22,00;
68100;7501JXG;25/09/2018 11:01:00;F0963B;Papel-Cartón;Cl pc 3200;3;ZAMUDIO;PARQUE TECNOLOGICO;2;32,00;
66408;2618JYP;25/09/2018 10:59:59;ZAMIP;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;154,00;
68099;7501JXG;25/09/2018 10:57:59;ZAMUP;Papel-Cartón;Cl pc 3200;4;ZAMUDIO;AREA URBANA;2;20,00;
68098;7501JXG;25/09/2018 10:57:00;ZAMUP;Papel-Cartón;Cl pc 3200;4;ZAMUDIO;AREA URBANA;2;38,00;
68097;7501JXG;25/09/2018 10:52:59;F0B163;Papel-Cartón;Cl pc 3200;3;ZAMUDIO;UGALDEGUREN III;2;24,00;
65203;2618JYP;25/09/2018 10:21:59;B54D28;Papel-Cartón;Ct pc 360;2;ZAMUDIO;UGALDEGUREN III;20;19,00;
66377;2618JYP;25/09/2018 10:21:00;B57941;Papel-Cartón;Ct pc 360;2;ZAMUDIO;UGALDEGUREN III;20;9,00;
66374;2618JYP;25/09/2018 08:57:59;8BA7A9;Papel-Cartón;Ct pc 1100;0;ZAMUDIO;TORRELARRAGOITI;20;1,00;
66373;2618JYP;25/09/2018 08:55:00;B56E76;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;48,00;
66372;2618JYP;25/09/2018 08:53:59;B5424E;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;31,00;
66371;2618JYP;25/09/2018 08:53:00;B58FF8;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;13,00;
66370;2618JYP;25/09/2018 08:50:00;B57EE5;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;9,00;
66369;2618JYP;25/09/2018 08:48:59;B548B5;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;57,00;
66368;2618JYP;25/09/2018 08:48:00;B5435F;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;TORRELARRAGOITI;20;24,00;
