Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;refSortingType
101803;2618JYP;28/12/2018 07:25:59;F08E0A;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;22,00;SortingType:6
101802;2618JYP;28/12/2018 07:23:59;F0897C;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;10,00;SortingType:6
101801;2618JYP;28/12/2018 07:20:00;F0C6DD;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;0,00;SortingType:6
101800;2618JYP;28/12/2018 07:18:00;F0A3D4;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;0,00;SortingType:6
101799;2618JYP;28/12/2018 07:09:00;F07DE1;Papel-Cartón;Ct pc 800;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101798;2618JYP;28/12/2018 07:07:00;F0B38D;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101797;2618JYP;28/12/2018 07:07:00;F08A9C;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101796;2618JYP;28/12/2018 07:03:59;F0C9DD;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101795;2618JYP;28/12/2018 07:00:59;F08DD9;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101794;2618JYP;28/12/2018 06:54:59;F0BA64;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101793;2618JYP;28/12/2018 06:53:59;F0BA64;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;7,00;SortingType:6
101792;2618JYP;28/12/2018 06:51:00;F0C2C0;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;326,00;SortingType:6
101791;2618JYP;28/12/2018 06:49:59;F0AC86;Papel-Cartón;Ct pc 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;23;3,00;SortingType:6
101790;2618JYP;28/12/2018 06:47:59;F0978A;Papel-Cartón;Ct pc 1100;2;ZAMUDIO;PARQUE TECNOLOGICO;23;46,00;SortingType:6
101789;2618JYP;28/12/2018 06:42:59;F0841B;Papel-Cartón;Ct pc 1100;6;ZAMUDIO;SIN ASIGNAR;23;11,00;SortingType:6
