Id;Vehiculo;Fecha;Tag;Tipo Residuo;Tipo Contenedor;Frecuencia RSU;Municipio;Poligono;Ruta;Peso;refSortingType
102812;1541CLM;27/12/2018 08:41:00;F097BA;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;39,00;SortingType:1
102811;1541CLM;27/12/2018 08:39:00;B543BE;Fracción Resto;Ct fr 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;21,90;
102810;1541CLM;27/12/2018 08:35:59;F07928;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;10,00;SortingType:1
101709;2618JYP;27/12/2018 08:35:00;8BBE89;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;68,00;SortingType:1
101708;2618JYP;27/12/2018 08:33:59;8EC51B;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;70,00;SortingType:1
102809;1541CLM;27/12/2018 08:32:59;B59654;Fracción Resto;Ct fr 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;18,00;
102808;1541CLM;27/12/2018 08:30:59;F09383;Fracción Resto;Ct fr 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;32,00;SortingType:1
101706;2618JYP;27/12/2018 08:30:59;8EFF2C;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;30,00;SortingType:1
101707;2618JYP;27/12/2018 08:30:59;8EB194;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;28,00;SortingType:1
101705;2618JYP;27/12/2018 08:28:59;8EB5C9;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;297,00;SortingType:1
101704;2618JYP;27/12/2018 08:28:00;8EF988;Fracción Resto;Ct fr 800;2;ZAMUDIO;SIN ASIGNAR;23;302,00;SortingType:1
102807;1541CLM;27/12/2018 08:28:00;F08680;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;115,00;
102806;1541CLM;27/12/2018 08:26:59;F08AC3;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;41,00;SortingType:1
102805;1541CLM;27/12/2018 08:24:59;F0867A;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;19,00;SortingType:1
102804;1541CLM;27/12/2018 08:23:59;F090C2;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;13,00;
101702;2618JYP;27/12/2018 08:23:59;B54BB4;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;638,00;SortingType:1
101701;2618JYP;27/12/2018 08:23:00;B54966;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN I;23;607,00;SortingType:1
101700;2618JYP;27/12/2018 08:21:59;B53FCE;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;516,00;SortingType:1
102803;1541CLM;27/12/2018 08:21:59;F0B2D8;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;16,00;SortingType:1
102801;1541CLM;27/12/2018 08:19:00;F0C9F1;Fracción Resto;Ct fr 1100;5;ZAMUDIO;PARQUE TECNOLOGICO;13;45,00;SortingType:1
101699;2618JYP;27/12/2018 08:19:00;B57AC4;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;135,00;SortingType:1
101697;2618JYP;27/12/2018 08:15:00;B54D09;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN I;23;98,00;SortingType:1
102799;1541CLM;27/12/2018 08:15:00;F0B2C9;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;12,00;SortingType:1
102798;1541CLM;27/12/2018 08:15:00;F094B7;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;44,00;SortingType:1
102797;1541CLM;27/12/2018 08:14:00;F0866B;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;14,00;SortingType:1
102796;1541CLM;27/12/2018 08:14:00;F0866B;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;12,00;SortingType:1
102795;1541CLM;27/12/2018 08:12:00;F0AD37;Fracción Resto;Ct fr 800;5;ZAMUDIO;PARQUE TECNOLOGICO;13;7,00;SortingType:1
101695;2618JYP;27/12/2018 08:12:00;B54443;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;67,00;SortingType:1
101694;2618JYP;27/12/2018 08:10:00;B578FA;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;35,00;SortingType:1
101693;2618JYP;27/12/2018 08:06:59;B591A9;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN I;23;29,00;SortingType:1
101692;2618JYP;27/12/2018 08:06:00;B54C57;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN I;23;15,00;SortingType:1
101691;2618JYP;27/12/2018 08:05:00;B58D71;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN I;23;19,00;SortingType:1
102785;1541CLM;27/12/2018 07:54:00;8BA401;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;89,00;SortingType:1
102783;1541CLM;27/12/2018 07:54:00;8EFEF7;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;25,00;SortingType:1
102784;1541CLM;27/12/2018 07:54:00;8EC27A;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;51,00;SortingType:1
102786;1541CLM;27/12/2018 07:54:00;8BC02B;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;47,00;SortingType:1
102782;1541CLM;27/12/2018 07:52:59;8BBDA7;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;48,00;SortingType:1
102781;1541CLM;27/12/2018 07:52:59;8EB4B1;Fracción Resto;Ct fr 800;2;ZAMUDIO;TORRELARRAGOITI;13;22,00;SortingType:1
102780;1541CLM;27/12/2018 07:50:00;8EE0E7;Fracción Resto;Ct fr 1100;2;ZAMUDIO;TORRELARRAGOITI;13;58,00;SortingType:1
102779;1541CLM;27/12/2018 07:45:00;ZAMIR;Fracción Resto;Ct fr 360;2;ZAMUDIO;TORRELARRAGOITI;13;56,00;
102774;1541CLM;27/12/2018 07:43:00;ZAMIR;Fracción Resto;Ct fr 360;2;ZAMUDIO;TORRELARRAGOITI;13;25,00;
101680;2618JYP;27/12/2018 07:41:59;B54E1F;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101679;2618JYP;27/12/2018 07:41:00;B5500F;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101678;2618JYP;27/12/2018 07:38:59;B54AC9;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101677;2618JYP;27/12/2018 07:36:00;B550D3;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101676;2618JYP;27/12/2018 07:34:00;B54B33;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101674;2618JYP;27/12/2018 07:32:59;B54CA8;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101673;2618JYP;27/12/2018 07:32:59;B54C80;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;4.275,00;SortingType:1
101672;2618JYP;27/12/2018 07:30:59;B57643;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;12,00;SortingType:1
101671;2618JYP;27/12/2018 07:29:00;B54B6A;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;7,00;SortingType:1
101670;2618JYP;27/12/2018 07:21:00;B55094;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;17,00;SortingType:1
101669;2618JYP;27/12/2018 07:09:59;B5422C;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;65,00;SortingType:1
101668;2618JYP;27/12/2018 07:09:00;B5447D;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN II;23;4,00;SortingType:1
101667;2618JYP;27/12/2018 07:07:59;B54AB4;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN II;23;17,00;SortingType:1
101665;2618JYP;27/12/2018 07:05:59;B579E2;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN II;23;23,00;SortingType:1
101666;2618JYP;27/12/2018 07:05:59;ZAMIR;Fracción Resto;Ct fr 360;2;ZAMUDIO;TORRELARRAGOITI;23;0,00;
101664;2618JYP;27/12/2018 07:02:59;B57634;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN II;23;61,00;SortingType:1
101663;2618JYP;27/12/2018 07:00:59;B57E32;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;131,00;
101660;2618JYP;27/12/2018 06:58:00;B551E3;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;1.079,00;SortingType:1
101659;2618JYP;27/12/2018 06:51:59;B59081;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN III;23;27,00;SortingType:1
101652;2618JYP;27/12/2018 06:40:59;8EC253;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;75,00;SortingType:1
101651;2618JYP;27/12/2018 06:40:00;8EFFC0;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN II;23;17,00;SortingType:1
101650;2618JYP;27/12/2018 06:36:00;B54D73;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN III;23;83,00;SortingType:1
101649;2618JYP;27/12/2018 06:33:59;B54E25;Fracción Resto;Ct fr 1100;2;ZAMUDIO;UGALDEGUREN III;23;12,00;SortingType:1
101648;2618JYP;27/12/2018 06:33:00;B590A1;Fracción Resto;Ct fr 800;2;ZAMUDIO;UGALDEGUREN III;23;9,00;SortingType:1
