;Vehiculo;Fecha;Tag;Frecuencia RSU;Ruta;Peso;refSortingType
4738;1541CLM;19/10/2018 10:32:00;B5497A;2;17;33;SortingType:1
4739;2618JYP;19/10/2018 10:32:00;B54BA2;2;25;36;SortingType:1
4740;2618JYP;19/10/2018 10:30:59;B55051;2;25;14;SortingType:1
4741;1541CLM;19/10/2018 10:30:59;B57B13;2;17;29;SortingType:1
4742;1541CLM;19/10/2018 10:30:00;ZAMIR;2;17;24;SortingType:1
4743;2618JYP;19/10/2018 10:30:00;B54432;2;25;112;SortingType:1
4744;2618JYP;19/10/2018 10:29:00;B549F3;2;25;32;SortingType:1
4745;1541CLM;19/10/2018 10:27:59;ZAMIR;2;17;27;SortingType:1
4746;2618JYP;19/10/2018 10:27:59;B56E49;2;25;21;SortingType:1
4747;1541CLM;19/10/2018 10:25:59;B5424F;2;17;24;SortingType:1
4748;1541CLM;19/10/2018 10:25:00;B57E3F;2;17;1;SortingType:1
4749;2618JYP;19/10/2018 10:25:00;8F018D;2;25;139;SortingType:1
4750;2618JYP;19/10/2018 10:23:59;8EC2EE;2;25;19;SortingType:1
4751;1541CLM;19/10/2018 10:23:59;8EF64F;2;17;29;SortingType:1
4752;2618JYP;19/10/2018 10:23:00;8EC253;2;25;63;SortingType:1
4753;2618JYP;19/10/2018 10:23:00;8EFFC0;2;25;51;SortingType:1
4754;1541CLM;19/10/2018 10:23:00;8BA35E;2;17;44;SortingType:1
4755;1541CLM;19/10/2018 10:21:59;B58CD4;2;17;7;SortingType:1
4756;7501JXG;19/10/2018 10:20:00;ZAMIR;2;11;872;SortingType:1
4757;1541CLM;19/10/2018 10:20:00;8EC3E5;2;17;30;SortingType:1
4758;7501JXG;19/10/2018 10:18:59;F0C040;0;11;972;SortingType:1
4759;7501JXG;19/10/2018 10:18:00;ZAMIR;2;11;870;SortingType:1
4760;1541CLM;19/10/2018 10:18:00;8F0129;2;17;83;SortingType:1
4761;1541CLM;19/10/2018 10:18:00;8F07D0;2;17;2;SortingType:1
4762;1541CLM;19/10/2018 10:16:59;8BC593;2;17;8;SortingType:1
4763;1541CLM;19/10/2018 10:16:00;8BA631;2;17;17;SortingType:1
4764;1541CLM;19/10/2018 10:14:59;ZAMIR;2;17;10;SortingType:1
4765;1541CLM;19/10/2018 10:14:00;8EFB1C;2;17;29;SortingType:1
4766;1541CLM;19/10/2018 10:14:00;8EE9C1;2;17;83;SortingType:1
4767;1541CLM;19/10/2018 10:12:59;8EE570;2;17;15;SortingType:1
4768;1541CLM;19/10/2018 10:12:00;8BA52E;2;17;0;SortingType:1
4769;1541CLM;19/10/2018 10:11:00;8EE0E7;2;17;34;SortingType:1
4770;1541CLM;19/10/2018 10:09:00;ZAMIR;2;17;14;SortingType:1
4771;1541CLM;19/10/2018 10:07:59;8F06AC;2;17;25;SortingType:1
4772;1541CLM;19/10/2018 10:07:00;8BAA87;2;17;4;SortingType:1
4773;1541CLM;19/10/2018 10:07:00;8BA800;2;17;101;SortingType:1
4774;1541CLM;19/10/2018 10:05:00;8EDFEE;2;17;88;SortingType:1
4775;1541CLM;19/10/2018 10:00:59;ZAMIR;2;17;67;SortingType:1
4776;1541CLM;19/10/2018 09:58:59;8BC3F2;2;17;8;SortingType:1
4777;1541CLM;19/10/2018 09:58:00;8BBB12;2;17;26;SortingType:1
4778;1541CLM;19/10/2018 09:56:59;8BBDBD;2;17;38;SortingType:1
4779;1541CLM;19/10/2018 09:56:00;ZAMIR;2;17;12;SortingType:1
4780;1541CLM;19/10/2018 09:54:59;8EFF0F;2;17;55;SortingType:1
4781;1541CLM;19/10/2018 09:53:59;8EC373;2;17;10;SortingType:1
4782;1541CLM;19/10/2018 09:53:59;8BBDD9;2;17;11;SortingType:1
4783;1541CLM;19/10/2018 09:51:59;8EFAD1;2;17;5;SortingType:1
4784;2618JYP;19/10/2018 09:49:59;B59081;2;24;15;SortingType:1
4785;1541CLM;19/10/2018 09:49:59;8F0762;2;17;58;SortingType:1
4786;1541CLM;19/10/2018 09:47:59;8EB402;2;17;35;SortingType:1
4787;1541CLM;19/10/2018 09:45:59;B54E1D;2;17;29;SortingType:1
4788;1541CLM;19/10/2018 09:45:00;8EFFC3;2;17;37;SortingType:1
4789;1541CLM;19/10/2018 09:42:59;8EC5CA;2;17;93;SortingType:1
4790;1541CLM;19/10/2018 09:42:59;8EDC00;2;17;98;SortingType:1
4791;1541CLM;19/10/2018 09:40:59;8BB92C;2;17;60;SortingType:1
4792;1541CLM;19/10/2018 09:40:00;B54C9D;2;17;14;SortingType:1
4793;1541CLM;19/10/2018 09:38:00;8B5996;2;17;43;SortingType:1
4794;1541CLM;19/10/2018 09:36:00;8BA3D3;2;17;32;SortingType:1
4795;1541CLM;19/10/2018 09:33:59;8EE18A;2;17;1;SortingType:1
4796;1541CLM;19/10/2018 09:33:00;8BA825;2;17;65;SortingType:1
4797;1541CLM;19/10/2018 09:33:00;8B9C04;2;17;60;SortingType:1
4798;1541CLM;19/10/2018 09:31:59;8BC02B;2;17;16;SortingType:1
4799;1541CLM;19/10/2018 09:31:00;8EB4B1;2;17;27;SortingType:1
4800;1541CLM;19/10/2018 09:31:00;8BBDA7;2;17;14;SortingType:1
4801;1541CLM;19/10/2018 09:31:00;8BA401;2;17;47;SortingType:1
4802;1541CLM;19/10/2018 09:29:59;8EC27A;2;17;65;SortingType:1
4803;1541CLM;19/10/2018 09:29:59;8EFEF7;2;17;41;SortingType:1
4804;1541CLM;19/10/2018 09:29:00;8BBF24;2;17;73;SortingType:1
4805;1541CLM;19/10/2018 09:27:59;8EE4CF;2;17;12;SortingType:1
4806;1541CLM;19/10/2018 09:27:00;8EE114;2;17;48;SortingType:1
4807;1541CLM;19/10/2018 09:26:00;8BC597;2;17;62;SortingType:1
4808;1541CLM;19/10/2018 09:24:59;ZAMIR;2;17;65;SortingType:1
4809;1541CLM;19/10/2018 09:24:00;B54FB4;2;17;30;SortingType:1
4810;1541CLM;19/10/2018 09:20:59;8BC501;2;17;24;SortingType:1
4811;1541CLM;19/10/2018 09:20:59;8EFB0A;2;17;34;SortingType:1
4812;1541CLM;19/10/2018 09:20:00;8BC5B6;2;17;4;SortingType:1
4813;1541CLM;19/10/2018 09:17:59;B57E93;2;17;13;SortingType:1
4814;1541CLM;19/10/2018 09:17:00;8EE7B6;2;17;50;SortingType:1
4815;1541CLM;19/10/2018 09:15:59;8EC1C4;2;17;61;SortingType:1
4816;1541CLM;19/10/2018 09:15:00;8EE0C7;2;17;36;SortingType:1
4817;1541CLM;19/10/2018 09:13:59;8EF60E;2;17;36;SortingType:1
4818;1541CLM;19/10/2018 09:13:00;8BA788;2;17;39;SortingType:1
4819;1541CLM;19/10/2018 09:11:59;8BAB15;2;17;40;SortingType:1
4820;1541CLM;19/10/2018 09:09:59;8BBDF6;2;17;60;SortingType:1
4821;1541CLM;19/10/2018 08:50:00;ZAMIR;2;17;42;SortingType:1
4822;1541CLM;19/10/2018 08:48:59;8EDFF3;2;17;129;SortingType:1
4823;1541CLM;19/10/2018 08:46:59;8BB7FC;2;17;45;SortingType:1
4824;1541CLM;19/10/2018 08:44:00;8EDDE1;2;17;70;SortingType:1
4825;1541CLM;19/10/2018 08:42:59;8BC58D;2;17;11;SortingType:1
4826;1541CLM;19/10/2018 08:41:00;B57D22;2;17;28;SortingType:1
4827;1541CLM;19/10/2018 08:39:59;B578A6;2;17;24;SortingType:1
4828;1541CLM;19/10/2018 08:39:00;8BA61D;2;17;49;SortingType:1
4829;1541CLM;19/10/2018 08:37:00;B54D06;2;17;57;SortingType:1
4830;1541CLM;19/10/2018 08:35:59;B54D0B;2;17;52;SortingType:1
4831;1541CLM;19/10/2018 08:33:59;B544C4;2;17;31;SortingType:1
4832;1541CLM;19/10/2018 08:33:59;B54456;2;17;25;SortingType:1
4833;1541CLM;19/10/2018 08:32:59;B55144;2;17;31;SortingType:1
4834;1541CLM;19/10/2018 08:32:00;B54461;2;17;6;SortingType:1
4835;1541CLM;19/10/2018 08:30:59;B550BE;2;17;3;SortingType:1
4836;1541CLM;19/10/2018 08:30:00;B5425C;2;17;1;SortingType:1
4837;1541CLM;19/10/2018 08:26:59;8BBCE4;2;17;13;SortingType:1
4838;1541CLM;19/10/2018 08:23:00;ZAMIR;2;17;55;SortingType:1
4839;1541CLM;19/10/2018 08:19:00;B54246;2;17;18;SortingType:1
4840;1541CLM;19/10/2018 08:17:59;B54B63;2;17;9;SortingType:1
4841;1541CLM;19/10/2018 08:17:00;B540FA;2;17;9;SortingType:1
4842;1541CLM;19/10/2018 08:15:59;B54E11;2;17;16;SortingType:1
4843;1541CLM;19/10/2018 08:15:00;8EE72A;2;17;1;SortingType:1
4844;1541CLM;19/10/2018 08:10:59;ZAMIR;2;17;43;SortingType:1
4845;1743DKT;19/10/2018 08:08:59;F0C403;2;5;28;SortingType:2
4846;1743DKT;19/10/2018 08:06:59;F0A2A0;3;5;10;SortingType:2
4847;1541CLM;19/10/2018 08:06:00;B57A17;2;17;89;SortingType:1
4848;1743DKT;19/10/2018 08:03:00;F09FAB;6;5;74;SortingType:2
4849;1743DKT;19/10/2018 08:01:59;F08A29;6;5;22;SortingType:2
4850;1743DKT;19/10/2018 08:01:00;F084B1;6;5;42;SortingType:2
4851;1743DKT;19/10/2018 07:59:00;ZAMUR;4;5;42;SortingType:2
4852;1743DKT;19/10/2018 07:52:59;F09652;3;5;96;SortingType:2
4853;1743DKT;19/10/2018 07:50:00;F07A3E;3;5;64;SortingType:2
4854;1743DKT;19/10/2018 07:48:59;F0CAF6;3;5;96;SortingType:2
4855;1743DKT;19/10/2018 07:41:59;F08B6F;3;5;64;SortingType:2
4856;1541CLM;19/10/2018 07:38:00;8BA40E;5;17;17;SortingType:1
4857;1541CLM;19/10/2018 07:36:59;F0BD35;5;17;43;SortingType:1
4858;1541CLM;19/10/2018 07:36:00;F08823;5;17;38;SortingType:1
4859;1541CLM;19/10/2018 07:34:59;F0CAEC;5;17;18;SortingType:1
4860;1541CLM;19/10/2018 07:30:59;F07F78;5;17;34;SortingType:1
4861;1541CLM;19/10/2018 07:27:59;F08FE4;5;17;36;SortingType:1
4862;1743DKT;19/10/2018 07:27:59;F08CB8;3;5;4;SortingType:2
4863;1743DKT;19/10/2018 07:27:00;F07FF2;3;5;34;SortingType:2
4864;1541CLM;19/10/2018 07:25:59;F07A8E;2;17;14;SortingType:1
4865;1541CLM;19/10/2018 07:25:00;F0C8D2;2;17;42;SortingType:1
4866;1743DKT;19/10/2018 07:25:00;F0961E;3;5;16;SortingType:2
4867;1541CLM;19/10/2018 07:23:59;F08F30;6;17;44;SortingType:1
4868;1743DKT;19/10/2018 07:21:59;F07E60;2;5;120;SortingType:2
4869;1541CLM;19/10/2018 07:20:00;ZAMUR;4;17;60;SortingType:2
4870;1541CLM;19/10/2018 07:20:00;F0CB40;6;17;64;SortingType:1
4871;1541CLM;19/10/2018 07:18:59;F08241;6;17;31;SortingType:1
4872;1743DKT;19/10/2018 07:16:59;F0B66B;2;5;14;SortingType:2
4873;1541CLM;19/10/2018 07:16:59;B57D15;5;17;75;SortingType:1
4874;1541CLM;19/10/2018 07:16:59;F0B0B5;5;17;38;SortingType:1
4875;1743DKT;19/10/2018 07:14:59;F07E70;5;5;132;SortingType:2
4876;1541CLM;19/10/2018 07:14:59;B54203;5;17;31;SortingType:1
4877;1743DKT;19/10/2018 07:14:00;F08148;5;5;110;SortingType:2
4878;1541CLM;19/10/2018 07:12:59;F097BA;5;17;51;SortingType:1
4879;1541CLM;19/10/2018 07:12:00;F0A811;5;17;27;SortingType:1
4880;1743DKT;19/10/2018 07:12:00;F091F6;5;5;224;SortingType:2
4881;1541CLM;19/10/2018 07:09:59;B543BE;5;17;41;SortingType:1
4882;1541CLM;19/10/2018 07:09:00;F07928;5;17;15;SortingType:1
4883;1541CLM;19/10/2018 07:07:00;F08D5C;5;17;48;SortingType:1
4884;1541CLM;19/10/2018 07:05:00;B59654;5;17;10;SortingType:1
4885;1541CLM;19/10/2018 07:02:59;F09383;5;17;49;SortingType:1
4886;1541CLM;19/10/2018 07:00:59;ZAMUR;4;17;35;SortingType:2
4887;1541CLM;19/10/2018 07:00:59;F08AC3;5;17;91;SortingType:1
4888;1541CLM;19/10/2018 06:58:59;F0867A;5;17;8;SortingType:1
4889;1541CLM;19/10/2018 06:58:00;F090C2;5;17;14;SortingType:1
4890;1541CLM;19/10/2018 06:56:59;F0B2D8;5;17;26;SortingType:1
4891;1541CLM;19/10/2018 06:53:00;F0C9F1;5;17;38;SortingType:1
4892;1541CLM;19/10/2018 06:49:59;F0B2C9;5;17;31;SortingType:1
4893;1541CLM;19/10/2018 06:49:59;F094B7;5;17;5;SortingType:1
4894;1743DKT;19/10/2018 06:49:00;F0ABCA;3;5;32;SortingType:2
4895;1541CLM;19/10/2018 06:49:00;F0866B;5;17;27;SortingType:1
4896;1743DKT;19/10/2018 06:47:00;F0B861;2;5;74;SortingType:2
4897;1541CLM;19/10/2018 06:47:00;F08551;5;17;65;SortingType:1
4898;1743DKT;19/10/2018 06:45:00;F0CA0C;6;5;104;SortingType:2
4899;1743DKT;19/10/2018 06:44:00;F0BD17;5;5;28;SortingType:2
4900;1743DKT;19/10/2018 06:42:00;F0806C;5;5;42;SortingType:2
4901;1743DKT;19/10/2018 06:38:59;F0B3A1;0;5;64;SortingType:2
4902;1743DKT;19/10/2018 06:36:59;F0C597;2;5;30;SortingType:2
4903;7501JXG;19/10/2018 06:00:00;ZAMIR;2;11;100;SortingType:1
4904;2618JYP;18/10/2018 13:50:59;ZAMIR;2;23;8;SortingType:1
4905;2618JYP;18/10/2018 11:48:00;B54D43;2;23;30;SortingType:1
4906;2618JYP;18/10/2018 11:48:00;B54212;2;23;124;SortingType:1
4907;2618JYP;18/10/2018 11:46:59;B56D76;2;23;128;SortingType:1
4908;2618JYP;18/10/2018 11:46:59;B54C73;2;23;14;SortingType:1
4909;2618JYP;18/10/2018 11:46:00;8EE578;2;23;60;SortingType:1
4910;2618JYP;18/10/2018 11:46:00;ZAMIR;2;23;72;SortingType:1
4911;2618JYP;18/10/2018 11:46:00;B541B5;2;23;52;SortingType:1
4912;2618JYP;18/10/2018 11:44:00;B5794E;2;23;28;SortingType:1
4913;2618JYP;18/10/2018 11:42:00;B58E6F;2;23;27;SortingType:1
4914;2618JYP;18/10/2018 11:41:00;ZAMIR;2;23;7;SortingType:1
4915;2618JYP;18/10/2018 11:39:59;B542A8;2;23;26;SortingType:1
4916;2618JYP;18/10/2018 11:39:00;B57AC4;2;23;8;SortingType:1
4917;2618JYP;18/10/2018 11:30:00;B57AB9;2;23;11;SortingType:1
4918;2618JYP;18/10/2018 11:28:59;B54443;2;23;14;SortingType:1
4919;2618JYP;18/10/2018 11:26:59;B54236;2;23;46;SortingType:1
4920;2618JYP;18/10/2018 11:26:00;B578FA;2;23;63;SortingType:1
4921;2618JYP;18/10/2018 11:24:59;B54D5D;2;23;10;SortingType:1
4922;2618JYP;18/10/2018 11:23:59;B591B7;2;23;12;SortingType:1
4923;2618JYP;18/10/2018 11:23:00;B54198;2;23;12;SortingType:1
4924;2618JYP;18/10/2018 11:21:59;B57882;2;23;13;SortingType:1
4925;2618JYP;18/10/2018 11:21:59;B54BE3;2;23;18;SortingType:1
4926;2618JYP;18/10/2018 11:21:00;B58D71;2;23;38;SortingType:1
4927;2618JYP;18/10/2018 11:19:59;B5798B;2;23;52;SortingType:1
4928;2618JYP;18/10/2018 11:19:00;B54335;2;23;18;SortingType:1
4929;2618JYP;18/10/2018 11:10:59;B58CB2;2;23;18;SortingType:1
4930;2618JYP;18/10/2018 11:10:00;B541C7;2;23;14;SortingType:1
4931;2618JYP;18/10/2018 11:08:59;B54BB4;2;23;32;SortingType:1
4932;2618JYP;18/10/2018 11:08:59;B54966;2;23;21;SortingType:1
4933;2618JYP;18/10/2018 11:08:00;B53FCE;2;23;23;SortingType:1
4934;2618JYP;18/10/2018 11:06:59;B54AF2;2;23;86;SortingType:1
4935;2618JYP;18/10/2018 11:06:00;B55005;2;23;33;SortingType:1
4936;2618JYP;18/10/2018 11:05:00;B591A9;2;23;33;SortingType:1
4937;2618JYP;18/10/2018 11:03:59;B54AC3;2;23;72;SortingType:1
4938;2618JYP;18/10/2018 11:03:00;B595FD;2;23;22;SortingType:1
4939;2618JYP;18/10/2018 11:03:00;B54C57;2;23;7;SortingType:1
4940;2618JYP;18/10/2018 10:56:00;B54A16;2;23;28;SortingType:1
4941;2618JYP;18/10/2018 10:56:00;B58C51;2;23;1;SortingType:1
4942;2618JYP;18/10/2018 10:52:59;B58F00;2;23;35;SortingType:1
4943;2618JYP;18/10/2018 10:50:00;B58ED7;2;23;87;SortingType:1
4944;2618JYP;18/10/2018 10:47:59;B5503D;2;23;15;SortingType:1
4945;2618JYP;18/10/2018 10:47:00;ZAMIR;2;23;7;SortingType:1
4946;2618JYP;18/10/2018 10:45:59;B57B6E;2;23;21;SortingType:1
4947;2618JYP;18/10/2018 10:45:59;B54B98;2;23;17;SortingType:1
4948;2618JYP;18/10/2018 10:43:00;B578B8;2;23;19;SortingType:1
4949;2618JYP;18/10/2018 10:43:00;B57923;2;23;24;SortingType:1
4950;2618JYP;18/10/2018 10:43:00;ZAMIR;2;23;6;SortingType:1
4951;2618JYP;18/10/2018 10:41:59;B58BFF;2;23;32;SortingType:1
4952;2618JYP;18/10/2018 10:39:59;B590AD;2;23;57;SortingType:1
4953;2618JYP;18/10/2018 10:39:59;B549D0;2;23;14;SortingType:1
4954;2618JYP;18/10/2018 10:38:00;B54254;2;23;18;SortingType:1
4955;2618JYP;18/10/2018 10:36:59;B55032;2;23;58;SortingType:1
4956;2618JYP;18/10/2018 10:36:00;B53FF7;2;23;14;SortingType:1
4957;2618JYP;18/10/2018 10:34:00;8BBFAE;2;23;35;SortingType:1
4958;2618JYP;18/10/2018 10:32:00;B548CF;2;23;4;SortingType:1
4959;2618JYP;18/10/2018 10:29:00;ZAMIR;2;23;27;SortingType:1
4960;2618JYP;18/10/2018 07:52:00;B591D5;2;23;9;SortingType:1
4961;2618JYP;18/10/2018 07:50:00;B550DA;2;23;22;SortingType:1
4962;2618JYP;18/10/2018 07:48:59;ZAMIR;2;23;90;SortingType:1
4963;2618JYP;18/10/2018 07:45:59;B54A8A;2;23;24;SortingType:1
4964;2618JYP;18/10/2018 07:45:00;B54B6A;2;23;22;SortingType:1
4965;2618JYP;18/10/2018 07:43:59;B57890;2;23;5;SortingType:1
4966;2618JYP;18/10/2018 07:43:00;B58CA9;2;23;16;SortingType:1
4967;2618JYP;18/10/2018 07:41:59;B54002;2;23;15;SortingType:1
4968;2618JYP;18/10/2018 07:41:00;B57D97;2;23;21;SortingType:1
4969;2618JYP;18/10/2018 07:39:59;B590C2;2;23;6;SortingType:1
4970;2618JYP;18/10/2018 07:36:59;B551E3;2;23;15;SortingType:1
4971;2618JYP;18/10/2018 07:36:00;B5447D;2;23;55;SortingType:1
4972;2618JYP;18/10/2018 07:34:59;B54AB4;2;23;36;SortingType:1
4973;2618JYP;18/10/2018 07:34:59;B579E2;2;23;43;SortingType:1
4974;2618JYP;18/10/2018 07:32:59;B57634;2;23;64;SortingType:1
4975;2618JYP;18/10/2018 07:32:59;B58E2C;2;23;51;SortingType:1
4976;2618JYP;18/10/2018 07:30:59;B57E32;2;23;5;SortingType:1
4977;2618JYP;18/10/2018 07:30:00;B5508A;2;23;119;SortingType:1
4978;2618JYP;18/10/2018 07:30:00;B54A5A;2;23;139;SortingType:1
4979;2618JYP;18/10/2018 07:29:00;B54249;2;23;122;SortingType:1
4980;2618JYP;18/10/2018 07:27:59;B578F1;2;23;68;SortingType:1
4981;2618JYP;18/10/2018 07:27:00;B5422C;2;23;271;SortingType:1
4982;2618JYP;18/10/2018 07:25:00;B54FF2;2;23;11;SortingType:1
4983;2618JYP;18/10/2018 07:23:59;B550D3;2;23;35;SortingType:1
4984;2618JYP;18/10/2018 07:23:59;B5961C;2;23;52;SortingType:1
4985;2618JYP;18/10/2018 07:23:59;B58C55;2;23;6;SortingType:1
4986;2618JYP;18/10/2018 07:21:59;B54C80;2;23;16;SortingType:1
4987;2618JYP;18/10/2018 07:21:00;B54CA8;2;23;15;SortingType:1
4988;2618JYP;18/10/2018 07:21:00;B54B33;2;23;13;SortingType:1
4989;2618JYP;18/10/2018 07:20:00;B57643;2;23;15;SortingType:1
4990;2618JYP;18/10/2018 07:18:00;B542C6;2;23;49;SortingType:1
4991;2618JYP;18/10/2018 07:16:00;B57992;2;23;16;SortingType:1
4992;2618JYP;18/10/2018 07:14:59;B57828;2;23;13;SortingType:1
4993;2618JYP;18/10/2018 07:11:00;8BBE89;2;23;49;SortingType:1
4994;2618JYP;18/10/2018 07:09:59;8EC51B;2;23;24;SortingType:1
4995;2618JYP;18/10/2018 07:07:59;8EB194;2;23;36;SortingType:1
4996;2618JYP;18/10/2018 07:07:00;8EF988;2;23;39;SortingType:1
4997;2618JYP;18/10/2018 07:07:00;8EB5C9;2;23;68;SortingType:1
4998;2618JYP;18/10/2018 06:40:00;B54C12;2;23;33;SortingType:1
4999;2618JYP;18/10/2018 06:40:00;B54E1F;2;23;15;SortingType:1
5000;2618JYP;18/10/2018 06:38:59;B5500F;2;23;28;SortingType:1
5001;2618JYP;18/10/2018 06:38:00;B54DF7;2;23;29;SortingType:1
5002;2618JYP;18/10/2018 06:36:00;B54C5D;2;23;15;SortingType:1
5003;2618JYP;18/10/2018 06:33:59;B54AC9;2;23;43;SortingType:1
5004;2618JYP;18/10/2018 06:31:59;B5803F;2;23;20;SortingType:1
5005;2618JYP;18/10/2018 06:31:00;B54AE5;2;23;19;SortingType:1
5006;2618JYP;18/10/2018 06:29:00;B549D3;2;23;32;SortingType:1
5007;2618JYP;18/10/2018 06:26:00;ZAMIR;2;23;32;SortingType:1
5008;2618JYP;18/10/2018 06:24:00;B54E25;2;23;25;SortingType:1
5009;2618JYP;18/10/2018 06:22:59;B5512C;2;23;70;SortingType:1
5010;2618JYP;18/10/2018 06:22:00;B590A1;2;23;9;SortingType:1
5011;2618JYP;18/10/2018 06:20:00;B57E4E;2;23;20;SortingType:1
5012;2618JYP;18/10/2018 06:20:00;B590C0;2;23;27;SortingType:1
5013;2618JYP;18/10/2018 06:18:59;B59035;2;23;14;SortingType:1
5014;2618JYP;18/10/2018 06:17:59;B550F4;2;23;17;SortingType:1
5015;2618JYP;18/10/2018 06:17:00;B590C9;2;23;7;SortingType:1
5016;2618JYP;18/10/2018 06:15:59;B542A4;2;23;28;SortingType:1
5017;2618JYP;18/10/2018 06:15:00;B541E8;2;23;23;SortingType:1
5018;2618JYP;18/10/2018 06:13:59;B57DC9;2;23;12;SortingType:1
5019;2618JYP;18/10/2018 06:11:59;B550F7;2;23;40;SortingType:1
5020;2618JYP;18/10/2018 06:09:59;8EC5B1;2;23;22;SortingType:1
5021;2618JYP;18/10/2018 06:08:59;B58E86;2;23;34;SortingType:1
5022;2618JYP;17/10/2018 09:04:00;B58D3F;2;22;14;SortingType:1
5023;1743DKT;17/10/2018 08:19:59;F0C403;2;3;8;SortingType:2
5024;1743DKT;17/10/2018 08:17:59;F0A2A0;3;3;18;SortingType:2
5025;1743DKT;17/10/2018 08:14:00;F08359;5;3;4;SortingType:2
5026;1743DKT;17/10/2018 08:12:59;F0958E;5;3;24;SortingType:2
5027;1743DKT;17/10/2018 08:10:59;F08245;5;3;26;SortingType:2
5028;1743DKT;17/10/2018 08:10:00;F0AF5F;5;3;16;SortingType:2
5029;1743DKT;17/10/2018 08:08:59;F0CE51;5;3;12;SortingType:2
5030;1743DKT;17/10/2018 08:08:00;F0CBD7;5;3;4;SortingType:2
5031;1743DKT;17/10/2018 08:06:59;F0BBC3;5;3;58;SortingType:2
5032;1743DKT;17/10/2018 08:05:00;F0C115;5;3;68;SortingType:2
5033;1743DKT;17/10/2018 08:03:00;F09FAB;6;3;72;SortingType:2
5034;1743DKT;17/10/2018 08:01:59;F08A29;6;3;46;SortingType:2
5035;1743DKT;17/10/2018 08:01:00;ZAMUR;4;3;18;SortingType:2
5036;1743DKT;17/10/2018 07:59:00;F084B1;6;3;24;SortingType:2
5037;1743DKT;17/10/2018 07:57:59;F0CF85;5;3;50;SortingType:2
5038;1743DKT;17/10/2018 07:57:00;F0BDB2;5;3;62;SortingType:2
5039;1743DKT;17/10/2018 07:54:59;F0BB15;5;3;22;SortingType:2
5040;1743DKT;17/10/2018 07:54:00;F09AA3;5;3;28;SortingType:2
5041;1743DKT;17/10/2018 07:52:59;ZAMIR;2;3;4;SortingType:1
5042;1743DKT;17/10/2018 07:50:00;F0BB09;2;3;24;SortingType:2
5043;1743DKT;17/10/2018 07:48:59;F0C5C1;2;3;64;SortingType:2
5044;1743DKT;17/10/2018 07:45:00;F09652;3;3;148;SortingType:2
5045;1743DKT;17/10/2018 07:43:00;F07A3E;3;3;136;SortingType:2
5046;1743DKT;17/10/2018 07:41:59;F0CAF6;3;3;248;SortingType:2
5047;1743DKT;17/10/2018 07:36:00;F08B6F;3;3;108;SortingType:2
5048;1743DKT;17/10/2018 07:23:59;F0961E;3;3;18;SortingType:2
5049;2618JYP;17/10/2018 07:23:59;B54BE1;2;22;20;SortingType:1
5050;1743DKT;17/10/2018 07:21:00;F07E60;2;3;136;SortingType:2
5051;1743DKT;17/10/2018 07:14:59;F07E70;5;3;210;SortingType:2
5052;1743DKT;17/10/2018 07:14:00;F08148;5;3;20;SortingType:2
5053;1743DKT;17/10/2018 07:12:59;F091F6;5;3;214;SortingType:2
5054;1743DKT;17/10/2018 06:54:59;F0ABCA;3;3;30;SortingType:2
5055;1743DKT;17/10/2018 06:51:59;F0B861;2;3;130;SortingType:2
5056;1743DKT;17/10/2018 06:49:00;ZAMUR;4;3;10;SortingType:2
5057;1743DKT;17/10/2018 06:47:59;F0CA0C;6;3;92;SortingType:2
5058;1743DKT;17/10/2018 06:47:00;ZAMUR;4;3;32;SortingType:2
5059;1743DKT;17/10/2018 06:45:59;F0BD17;5;3;4;SortingType:2
5060;1743DKT;17/10/2018 06:42:59;F0806C;5;3;46;SortingType:2
5061;7501JXG;17/10/2018 06:00:00;ZAMIR;2;9;258;SortingType:1
5062;2618JYP;16/10/2018 12:11:59;B54D43;2;21;17;SortingType:1
5063;2618JYP;16/10/2018 12:11:00;B54212;2;21;18;SortingType:1
5064;2618JYP;16/10/2018 12:11:00;8EE578;2;21;5;SortingType:1
5065;2618JYP;16/10/2018 12:11:00;B541B5;2;21;59;SortingType:1
5066;2618JYP;16/10/2018 12:09:59;B56D76;2;21;72;SortingType:1
5067;2618JYP;16/10/2018 12:09:59;8BBD00;2;21;42;SortingType:1
5068;2618JYP;16/10/2018 12:08:59;ZAMIR;2;21;50;SortingType:1
5069;2618JYP;16/10/2018 11:48:00;B54BA2;2;21;48;SortingType:1
5070;2618JYP;16/10/2018 11:46:59;B550BD;2;21;34;SortingType:1
5071;2618JYP;16/10/2018 11:46:00;B54432;2;21;89;SortingType:1
5072;2618JYP;16/10/2018 11:44:59;ZAMIR;2;21;179;SortingType:1
5073;2618JYP;16/10/2018 11:44:00;B549F3;2;21;84;SortingType:1
5074;2618JYP;16/10/2018 11:44:00;B56E49;2;21;32;SortingType:1
5075;2618JYP;16/10/2018 11:42:59;8F018D;2;21;35;SortingType:1
5076;2618JYP;16/10/2018 11:41:00;8EC2EE;2;21;15;SortingType:1
5077;2618JYP;16/10/2018 11:41:00;8EFFC0;2;21;50;SortingType:1
5078;2618JYP;16/10/2018 11:39:59;8EC253;2;21;11;SortingType:1
5079;2618JYP;16/10/2018 11:01:59;B59081;2;21;24;SortingType:1
5080;2618JYP;16/10/2018 10:59:59;B57753;2;21;22;SortingType:1
