;Vehiculo;Fecha;Tag;Frecuencia RSU;Ruta;Peso;refSortingType
789;7501JXG;15/11/2018 11:03:59;F0BDAF;5;4;54;SortingType:7
790;7501JXG;15/11/2018 11:01:00;F093FE;5;4;50;SortingType:7
791;7501JXG;15/11/2018 10:57:59;F0A0EE;2;4;54;SortingType:7
792;7501JXG;15/11/2018 10:54:00;F0963B;3;4;50;SortingType:7
793;7501JXG;15/11/2018 10:47:59;F0B163;3;4;34;SortingType:7
794;7501JXG;15/11/2018 10:45:00;F0BC92;3;4;98;SortingType:7
795;2618JYP;15/11/2018 09:02:00;B54B18;2;23;22;SortingType:6
796;2618JYP;15/11/2018 09:02:00;B590CB;2;23;15;SortingType:6
797;2618JYP;15/11/2018 08:55:00;B54220;2;23;21;SortingType:6
798;2618JYP;15/11/2018 07:52:00;B54333;2;23;11;SortingType:6
799;7501JXG;15/11/2018 06:26:00;F087B6;2;4;34;SortingType:7
800;7501JXG;15/11/2018 06:24:00;F0B86C;5;4;124;SortingType:7
801;7501JXG;15/11/2018 06:22:59;ZAMUP;4;4;62;SortingType:7
802;7501JXG;15/11/2018 06:22:00;F0C2B4;5;4;162;SortingType:7
803;7501JXG;15/11/2018 06:17:59;F0929A;3;4;86;SortingType:7
804;7501JXG;15/11/2018 06:11:59;F0CEEB;6;4;86;SortingType:7
805;7501JXG;15/11/2018 06:09:59;F088B9;5;4;80;SortingType:7
806;7501JXG;15/11/2018 06:08:00;F0BD2A;5;4;26;SortingType:7
807;2618JYP;14/11/2018 08:26:59;B54206;2;22;13;SortingType:6
808;2618JYP;14/11/2018 08:21:59;B56E77;2;22;30;SortingType:6
809;2618JYP;14/11/2018 08:15:59;B57A2A;2;22;46;SortingType:6
810;2618JYP;14/11/2018 08:06:59;B58FD9;2;22;13;SortingType:6
811;2618JYP;13/11/2018 12:58:59;B54D28;2;21;4;SortingType:6
812;2618JYP;13/11/2018 12:58:00;B57941;2;21;4;SortingType:6
813;7501JXG;13/11/2018 11:17:00;F08144;5;2;72;SortingType:7
814;7501JXG;13/11/2018 11:15:00;F0B5A8;5;2;48;SortingType:7
815;7501JXG;13/11/2018 11:14:00;F094E9;5;2;52;SortingType:7
816;7501JXG;13/11/2018 11:12:00;F0A402;5;2;56;SortingType:7
817;7501JXG;13/11/2018 11:10:00;F0AA46;5;2;72;SortingType:7
818;7501JXG;13/11/2018 11:08:59;F0C8DC;6;2;80;SortingType:7
819;7501JXG;13/11/2018 11:08:00;F0986F;6;2;78;SortingType:7
820;7501JXG;13/11/2018 11:06:00;F0BD14;5;2;30;SortingType:7
821;7501JXG;13/11/2018 11:03:59;F0C215;5;2;86;SortingType:7
822;7501JXG;13/11/2018 11:03:00;F0BDAF;5;2;104;SortingType:7
823;7501JXG;13/11/2018 11:01:59;F093FE;5;2;74;SortingType:7
824;7501JXG;13/11/2018 10:59:00;F0A0EE;2;2;42;SortingType:7
825;7501JXG;13/11/2018 10:57:00;F0A544;3;2;12;SortingType:7
826;7501JXG;13/11/2018 10:54:00;F0963B;3;2;38;SortingType:7
827;7501JXG;13/11/2018 10:48:59;F0B163;3;2;208;SortingType:7
828;2618JYP;13/11/2018 10:29:00;8BB8EA;2;20;16;SortingType:6
829;2618JYP;13/11/2018 10:27:59;8BA51B;2;20;26;SortingType:6
830;2618JYP;13/11/2018 08:35:59;F09EF9;5;20;84;SortingType:6
831;2618JYP;13/11/2018 08:35:00;F08B65;5;20;92;SortingType:6
832;2618JYP;13/11/2018 08:30:59;F0A3D4;5;20;10;SortingType:6
833;2618JYP;13/11/2018 08:28:00;F0AC86;5;20;37;SortingType:6
834;2618JYP;13/11/2018 08:26:59;F0C2C0;5;20;24;SortingType:6
835;2618JYP;13/11/2018 08:24:59;F08DD9;5;20;83;SortingType:6
836;2618JYP;13/11/2018 08:21:59;F0BA93;2;20;5;SortingType:6
837;2618JYP;13/11/2018 08:19:59;F0B20D;6;20;13;SortingType:6
838;2618JYP;13/11/2018 08:19:59;F0A03F;6;20;23;SortingType:6
839;2618JYP;13/11/2018 08:15:59;F0841B;6;20;21;SortingType:6
840;2618JYP;13/11/2018 08:15:00;F09134;6;20;9;SortingType:6
841;2618JYP;13/11/2018 08:15:00;F09D7D;6;20;15;SortingType:6
842;2618JYP;13/11/2018 08:15:00;F0896E;6;20;17;SortingType:6
843;2618JYP;13/11/2018 08:14:00;EFE012;6;20;8;SortingType:6
844;2618JYP;13/11/2018 08:12:00;F07DE1;5;20;14;SortingType:6
845;2618JYP;13/11/2018 08:10:59;F0B38D;5;20;15;SortingType:6
846;2618JYP;13/11/2018 08:10:00;F08A9C;5;20;29;SortingType:6
847;2618JYP;13/11/2018 08:08:00;F0C9DD;5;20;14;SortingType:6
848;2618JYP;13/11/2018 08:05:00;F08EAE;5;20;6;SortingType:6
849;2618JYP;13/11/2018 08:03:00;F0BA64;5;20;25;SortingType:6
850;2618JYP;13/11/2018 08:01:00;F09401;5;20;36;SortingType:6
851;2618JYP;13/11/2018 07:59:59;F0C5CA;5;20;8;SortingType:6
852;2618JYP;13/11/2018 07:56:00;F099C0;5;20;17;SortingType:6
853;2618JYP;13/11/2018 07:54:59;8EF3E4;5;20;1;SortingType:6
854;2618JYP;13/11/2018 07:52:00;F08E0A;5;20;29;SortingType:6
855;2618JYP;13/11/2018 07:50:59;F099AF;5;20;31;NaN
856;7501JXG;13/11/2018 07:09:00;F07BD1;2;2;44;SortingType:7
857;7501JXG;13/11/2018 07:07:00;F0CEEB;6;2;34;SortingType:7
858;7501JXG;13/11/2018 07:05:00;F088B9;5;2;16;SortingType:7
859;7501JXG;13/11/2018 07:02:59;F0BD2A;5;2;24;SortingType:7
860;2618JYP;31/10/2018 10:48:59;B57A2A;2;22;40;SortingType:6
861;2618JYP;31/10/2018 08:35:59;B54206;2;22;18;SortingType:6
862;2618JYP;31/10/2018 08:28:00;B56E77;2;22;25;SortingType:6
863;2618JYP;31/10/2018 08:10:00;B58FD9;2;22;0;SortingType:6
864;2618JYP;30/10/2018 12:40:00;B57941;2;21;5;SortingType:6
865;7501JXG;30/10/2018 12:20:59;F0A0EE;2;2;84;SortingType:7
866;7501JXG;30/10/2018 12:17:59;F08144;5;2;92;SortingType:7
867;7501JXG;30/10/2018 12:17:00;F0B5A8;5;2;94;SortingType:7
868;7501JXG;30/10/2018 12:15:00;F094E9;5;2;48;SortingType:7
869;7501JXG;30/10/2018 12:11:59;F0C215;5;2;76;SortingType:7
870;7501JXG;30/10/2018 12:11:00;F0BDAF;5;2;30;SortingType:7
871;7501JXG;30/10/2018 12:08:59;F093FE;5;2;54;SortingType:7
872;7501JXG;30/10/2018 12:08:00;F0A402;5;2;92;SortingType:7
873;7501JXG;30/10/2018 12:06:00;F0AA46;5;2;80;SortingType:7
874;7501JXG;30/10/2018 12:02:59;F0C8DC;6;2;92;SortingType:7
875;7501JXG;30/10/2018 12:00:59;F0986F;6;2;82;SortingType:7
876;7501JXG;30/10/2018 12:00:00;F0BD14;5;2;42;SortingType:7
877;7501JXG;30/10/2018 11:57:00;F07BD1;0;2;20;SortingType:7
878;7501JXG;30/10/2018 11:53:59;F0B163;3;2;36;SortingType:7
879;7501JXG;30/10/2018 11:50:00;F0CEEB;6;2;86;SortingType:7
880;7501JXG;30/10/2018 11:48:00;F088B9;5;2;66;SortingType:7
881;7501JXG;30/10/2018 11:44:59;F0BD2A;5;2;34;SortingType:7
882;7501JXG;30/10/2018 11:41:00;F0A544;3;2;14;SortingType:7
883;7501JXG;30/10/2018 11:37:59;F0963B;3;2;48;SortingType:7
884;1541CLM;30/10/2018 10:50:00;8EE079;2;14;37;SortingType:6
885;1541CLM;30/10/2018 09:27:00;B57F39;2;14;38;SortingType:6
886;2618JYP;30/10/2018 08:21:00;F0C6DD;5;20;4;SortingType:6
887;2618JYP;30/10/2018 08:19:00;F07F73;2;20;11;SortingType:6
888;2618JYP;30/10/2018 08:17:59;F0BC67;2;20;42;SortingType:6
889;2618JYP;30/10/2018 08:15:59;F0A3D4;5;20;23,9;SortingType:6
890;2618JYP;30/10/2018 08:10:59;F0C2C0;5;20;29;SortingType:6
891;2618JYP;30/10/2018 08:08:59;F08DD9;5;20;9;SortingType:6
892;2618JYP;30/10/2018 08:05:00;F0B20D;6;20;31;SortingType:6
893;2618JYP;30/10/2018 07:59:59;F09D7D;6;20;27;SortingType:6
894;2618JYP;30/10/2018 07:59:59;F0896E;6;20;4;SortingType:6
895;2618JYP;30/10/2018 07:59:59;F09134;6;20;89;SortingType:6
896;2618JYP;30/10/2018 07:54:59;F0B38D;5;20;81;SortingType:6
897;2618JYP;30/10/2018 07:54:00;F08A9C;5;20;79;SortingType:6
898;2618JYP;30/10/2018 07:52:59;F0C9DD;5;20;21;SortingType:6
899;2618JYP;30/10/2018 07:50:00;F08EAE;5;20;14;SortingType:6
900;2618JYP;30/10/2018 07:47:00;F0BA64;5;20;14;SortingType:6
901;2618JYP;30/10/2018 07:41:59;F0B726;5;20;0;SortingType:6
902;2618JYP;30/10/2018 07:41:59;F0C5CA;5;20;26;SortingType:6
903;2618JYP;30/10/2018 07:34:00;F0897C;5;20;25;SortingType:6
904;2618JYP;30/10/2018 07:32:59;F08E0A;5;20;40;SortingType:6
905;2618JYP;30/10/2018 07:32:00;F09F84;5;20;24;SortingType:6
906;2618JYP;30/10/2018 07:30:00;F099AF;5;20;6;NaN
907;2618JYP;30/10/2018 07:12:00;8BB8EA;2;20;21;SortingType:6
908;7501JXG;30/10/2018 07:03:59;F0929A;3;2;16;SortingType:7
909;2618JYP;29/10/2018 12:47:00;B5417A;2;19;9;SortingType:6
910;1541CLM;29/10/2018 11:37:00;B57B2A;2;13;6;SortingType:6
911;1541CLM;29/10/2018 11:35:00;B591BE;2;13;134;SortingType:6
912;2618JYP;29/10/2018 09:11:59;B54220;2;19;25;SortingType:6
913;2618JYP;29/10/2018 08:06:59;B54333;2;19;16;SortingType:6
914;7501JXG;27/10/2018 08:08:59;F08144;5;6;52;SortingType:7
915;7501JXG;27/10/2018 08:08:00;F0B5A8;5;6;392;SortingType:7
916;7501JXG;27/10/2018 08:06:59;F094E9;5;6;18;SortingType:7
917;7501JXG;27/10/2018 08:05:00;F0A402;5;6;52;SortingType:7
918;7501JXG;27/10/2018 08:01:59;F0AA46;5;6;34;SortingType:7
919;7501JXG;27/10/2018 08:01:00;F0C8DC;6;6;64;SortingType:7
920;7501JXG;27/10/2018 07:59:00;F0986F;6;6;38;SortingType:7
921;7501JXG;27/10/2018 07:57:59;F0BD14;5;6;64;SortingType:7
922;7501JXG;27/10/2018 07:57:00;F0C215;5;6;22;SortingType:7
923;7501JXG;27/10/2018 07:54:59;F0BDAF;5;6;20;SortingType:7
924;7501JXG;27/10/2018 07:54:00;F093FE;5;6;36;SortingType:7
925;7501JXG;27/10/2018 07:50:59;F0A544;3;6;12;SortingType:7
926;7501JXG;27/10/2018 07:47:59;F0963B;3;6;10;SortingType:7
927;7501JXG;27/10/2018 07:41:59;F0B163;3;6;4;SortingType:7
928;7501JXG;27/10/2018 05:59:00;F07BD1;0;6;40;SortingType:7
929;7501JXG;26/10/2018 12:38:00;F0B86C;5;18;36;SortingType:7
930;7501JXG;26/10/2018 12:36:59;F0C2B4;5;18;12;SortingType:7
931;7501JXG;26/10/2018 12:31:59;F0929A;3;18;24;SortingType:7
932;2618JYP;26/10/2018 10:36:00;ZAMIP;2;25;228;SortingType:6
933;2618JYP;26/10/2018 10:36:00;ZAMUP;4;25;1;SortingType:7
934;1541CLM;26/10/2018 10:32:59;B57F39;2;17;71;SortingType:6
935;1541CLM;26/10/2018 10:12:00;B57812;2;17;5;SortingType:6
936;2618JYP;26/10/2018 08:10:00;B57738;1;24;25;SortingType:6
937;2618JYP;26/10/2018 07:27:00;F0A3D4;5;24;16;SortingType:6
938;2618JYP;26/10/2018 07:25:00;F0AC86;5;24;19;SortingType:6
939;2618JYP;26/10/2018 07:23:00;F0C2C0;5;24;42;SortingType:6
940;2618JYP;26/10/2018 07:18:59;F0BA93;2;24;2;SortingType:6
941;2618JYP;26/10/2018 07:16:00;F09134;6;24;16;SortingType:6
942;2618JYP;26/10/2018 07:14:59;F0896E;6;24;19;SortingType:6
943;2618JYP;26/10/2018 07:14:59;EFE012;6;24;15;SortingType:6
944;2618JYP;26/10/2018 07:12:00;F08EAE;5;24;0;SortingType:6
945;2618JYP;26/10/2018 07:09:00;F0BA64;5;24;0;SortingType:6
946;2618JYP;26/10/2018 07:02:59;F0B726;5;24;14;SortingType:6
947;2618JYP;26/10/2018 07:02:59;F0C5CA;5;24;15;SortingType:6
948;2618JYP;26/10/2018 06:58:00;F099C0;5;24;9;SortingType:6
949;2618JYP;26/10/2018 06:54:59;F0897C;5;24;0;SortingType:6
950;2618JYP;26/10/2018 06:53:59;F09F84;5;24;0;SortingType:6
951;2618JYP;26/10/2018 06:53:00;F08E0A;5;24;0;SortingType:6
952;2618JYP;26/10/2018 06:49:59;F099AF;5;24;0;NaN
953;2618JYP;26/10/2018 06:31:00;F0978A;2;24;23;SortingType:6
954;2618JYP;26/10/2018 06:27:59;F0B38D;5;24;33;SortingType:6
955;2618JYP;26/10/2018 06:27:00;F08A9C;5;24;12;SortingType:6
956;2618JYP;26/10/2018 06:24:59;F0C9DD;5;24;0;SortingType:6
957;2618JYP;26/10/2018 06:22:59;F08DD9;5;24;0;SortingType:6
958;2618JYP;26/10/2018 06:18:59;F09BDD;2;24;19;SortingType:6
959;2618JYP;26/10/2018 06:17:59;F08B3F;2;24;15,9;NaN
960;2618JYP;26/10/2018 06:11:59;8BB8EA;2;24;0;SortingType:6
961;2618JYP;26/10/2018 06:11:59;8BA51B;2;24;0;SortingType:6
962;2618JYP;25/10/2018 11:41:00;B5417A;2;23;32,9;SortingType:6
963;2618JYP;25/10/2018 11:37:59;B544B4;2;23;0;SortingType:6
964;2618JYP;25/10/2018 11:15:59;8BC737;2;23;0;SortingType:6
965;2618JYP;25/10/2018 10:57:00;B54C91;2;23;0;SortingType:6
966;7501JXG;25/10/2018 10:07:59;F0815F;3;4;34;SortingType:7
967;7501JXG;25/10/2018 10:02:59;F08144;5;4;68;SortingType:7
968;1541CLM;25/10/2018 10:02:00;B591BE;2;16;131;SortingType:6
969;7501JXG;25/10/2018 10:00:59;F0B5A8;5;4;42;SortingType:7
970;7501JXG;25/10/2018 09:58:59;F094E9;5;4;136;SortingType:7
971;7501JXG;25/10/2018 09:58:00;F0A402;5;4;32;SortingType:7
972;7501JXG;25/10/2018 09:56:59;F0AA46;5;4;52;SortingType:7
973;7501JXG;25/10/2018 09:54:59;F0C8DC;6;4;66;SortingType:7
974;7501JXG;25/10/2018 09:53:59;F0986F;6;4;106;SortingType:7
975;7501JXG;25/10/2018 09:51:59;F0C215;5;4;24;SortingType:7
976;7501JXG;25/10/2018 09:51:00;F0BDAF;5;4;62;SortingType:7
977;7501JXG;25/10/2018 09:49:59;F093FE;5;4;56;SortingType:7
978;7501JXG;25/10/2018 09:47:00;F0A0EE;2;4;20;SortingType:7
979;7501JXG;25/10/2018 09:44:00;F0963B;3;4;10;SortingType:7
980;7501JXG;25/10/2018 09:38:59;F0B163;3;4;14;SortingType:7
981;7501JXG;25/10/2018 09:33:59;F0BC92;3;4;52;SortingType:7
982;1541CLM;25/10/2018 08:57:00;B57B2A;2;16;5;SortingType:6
983;2618JYP;25/10/2018 08:01:00;B54B18;2;23;22;SortingType:6
984;2618JYP;25/10/2018 08:01:00;B590CB;2;23;19;SortingType:6
985;2618JYP;25/10/2018 07:50:59;B54220;2;23;31;SortingType:6
986;2618JYP;25/10/2018 06:56:00;B54333;2;23;14;SortingType:6
987;7501JXG;25/10/2018 06:18:59;F087B6;2;4;12;SortingType:7
988;7501JXG;25/10/2018 06:17:59;F0B86C;5;4;58;SortingType:7
989;7501JXG;25/10/2018 06:15:59;F0C2B4;5;4;66;SortingType:7
990;7501JXG;25/10/2018 06:11:59;F0929A;3;4;28;SortingType:7
991;7501JXG;25/10/2018 06:04:59;F0CEEB;6;4;66;SortingType:7
992;7501JXG;25/10/2018 06:04:00;F088B9;5;4;16;SortingType:7
993;7501JXG;25/10/2018 06:02:00;F0BD2A;5;4;6;SortingType:7
994;2618JYP;24/10/2018 11:10:59;8EDD2D;2;22;31;SortingType:6
995;2618JYP;24/10/2018 11:08:59;8EFFC8;2;22;126;SortingType:6
996;2618JYP;24/10/2018 11:05:00;8BC393;2;22;37;SortingType:6
997;2618JYP;24/10/2018 11:03:00;8BAC26;2;22;4;SortingType:6
998;2618JYP;24/10/2018 11:01:00;ZAMIP;2;22;13;SortingType:6
999;2618JYP;24/10/2018 10:59:59;8BA8F7;2;22;25;SortingType:6
1000;2618JYP;24/10/2018 10:56:00;B540AD;2;22;65;SortingType:6
1001;2618JYP;24/10/2018 10:54:59;B54C58;2;22;40;SortingType:6
1002;2618JYP;24/10/2018 10:54:00;B5763A;2;22;33;SortingType:6
1003;2618JYP;24/10/2018 10:54:00;B56DB6;2;22;31;SortingType:6
1004;2618JYP;24/10/2018 10:52:00;B57CCF;2;22;8;SortingType:6
1005;2618JYP;24/10/2018 10:50:00;B54221;2;22;36;SortingType:6
1006;2618JYP;24/10/2018 10:48:59;B58EC0;2;22;169;SortingType:6
1007;2618JYP;24/10/2018 10:48:59;B550D4;2;22;51;SortingType:6
1008;2618JYP;24/10/2018 10:47:59;B59075;2;22;126;SortingType:6
1009;2618JYP;24/10/2018 10:47:59;B550D4;2;22;17;SortingType:6
1010;2618JYP;24/10/2018 10:47:00;B54258;2;22;5;SortingType:6
1011;2618JYP;24/10/2018 10:45:00;ZAMIP;2;22;199;SortingType:6
1012;2618JYP;24/10/2018 10:43:00;B578EE;2;22;35;SortingType:6
1013;2618JYP;24/10/2018 09:58:00;8BA476;2;22;3;SortingType:6
1014;2618JYP;24/10/2018 09:56:59;8BA4F4;2;22;41;SortingType:6
1015;2618JYP;24/10/2018 09:51:00;B5440C;2;22;86,9;SortingType:6
1016;2618JYP;24/10/2018 09:51:00;B595FA;2;22;90;SortingType:6
1017;2618JYP;24/10/2018 09:47:59;B57AFE;2;22;14;SortingType:6
1018;2618JYP;24/10/2018 09:45:00;B57AE2;2;22;23;SortingType:6
1019;2618JYP;24/10/2018 09:42:00;B54C4A;2;22;46;SortingType:6
1020;2618JYP;24/10/2018 09:42:00;B59010;2;22;8;SortingType:6
1021;2618JYP;24/10/2018 09:40:59;B58FC4;2;22;21;SortingType:6
1022;2618JYP;24/10/2018 09:38:59;8EC449;2;22;17;SortingType:6
1023;2618JYP;24/10/2018 09:33:00;B58CBC;2;22;33;SortingType:6
1024;2618JYP;24/10/2018 09:31:59;A715DD;2;22;12;SortingType:6
1025;2618JYP;24/10/2018 09:08:00;B54A36;2;22;12;SortingType:6
1026;2618JYP;24/10/2018 09:06:59;B54152;2;22;43;SortingType:6
1027;2618JYP;24/10/2018 09:04:59;8B9DB8;2;22;52;SortingType:6
1028;2618JYP;24/10/2018 09:04:00;B54B54;2;22;0;SortingType:6
1029;2618JYP;24/10/2018 09:02:59;B57EA5;2;22;10;SortingType:6
1030;2618JYP;24/10/2018 08:59:00;B54C2A;2;22;35;SortingType:6
1031;2618JYP;24/10/2018 08:57:59;ZAMIP;2;22;10;SortingType:6
1032;2618JYP;24/10/2018 08:57:00;B57BF9;2;22;39;SortingType:6
1033;2618JYP;24/10/2018 08:55:00;B57CAB;2;22;51;SortingType:6
1034;2618JYP;24/10/2018 08:55:00;B54A17;2;22;82;SortingType:6
1035;2618JYP;24/10/2018 08:53:00;B57CBC;2;22;48;SortingType:6
1036;2618JYP;24/10/2018 08:51:59;B578FB;2;22;36;SortingType:6
1037;2618JYP;24/10/2018 07:54:59;B54036;2;22;10;SortingType:6
1038;2618JYP;24/10/2018 07:54:59;B548E4;2;22;62;SortingType:6
1039;2618JYP;24/10/2018 07:54:00;B5422D;2;22;31;SortingType:6
1040;2618JYP;24/10/2018 07:50:59;B54B23;2;22;9;SortingType:6
1041;2618JYP;24/10/2018 07:50:00;B542AD;2;22;8;SortingType:6
1042;2618JYP;24/10/2018 07:48:59;B58D5D;2;22;29;SortingType:6
1043;2618JYP;24/10/2018 07:47:00;B595B1;2;22;35;SortingType:6
1044;2618JYP;24/10/2018 07:41:59;B58F64;2;22;58;SortingType:6
1045;2618JYP;24/10/2018 07:39:59;B54CC6;2;22;261;SortingType:6
1046;2618JYP;24/10/2018 07:36:00;B59153;2;22;82;SortingType:6
1047;2618JYP;24/10/2018 07:34:59;B57A24;2;22;18;SortingType:6
1048;2618JYP;24/10/2018 07:30:00;B54C55;2;22;32;SortingType:6
1049;2618JYP;24/10/2018 07:30:00;B58C49;2;22;16;SortingType:6
1050;2618JYP;24/10/2018 07:29:00;B57ADF;2;22;14;SortingType:6
1051;2618JYP;24/10/2018 07:27:59;B54E21;2;22;18;SortingType:6
1052;2618JYP;24/10/2018 07:27:00;B543C6;2;22;11;SortingType:6
1053;2618JYP;24/10/2018 07:18:00;8EC345;2;22;45;SortingType:6
1054;2618JYP;24/10/2018 07:16:59;B54CC5;2;22;12;SortingType:6
1055;2618JYP;24/10/2018 07:16:00;B5907B;2;22;39;SortingType:6
1056;2618JYP;24/10/2018 07:12:59;8EFA0D;2;22;38;SortingType:6
1057;2618JYP;24/10/2018 07:00:59;B5443F;2;22;18;SortingType:6
1058;2618JYP;24/10/2018 07:00:00;B57B62;2;22;13;SortingType:6
1059;2618JYP;24/10/2018 06:58:59;B57661;2;22;21;SortingType:6
1060;2618JYP;24/10/2018 06:58:00;B54D3F;2;22;28;SortingType:6
1061;2618JYP;24/10/2018 06:56:00;B590A9;2;22;7;SortingType:6
1062;2618JYP;24/10/2018 06:53:59;B57C89;2;22;35;SortingType:6
1063;2618JYP;24/10/2018 06:53:00;B57A0A;2;22;38;SortingType:6
1064;2618JYP;24/10/2018 06:51:59;B5514C;2;22;19;SortingType:6
1065;2618JYP;24/10/2018 06:49:59;B55014;2;22;47;SortingType:6
1066;2618JYP;24/10/2018 06:45:59;B57BC9;2;22;54;SortingType:6
1067;2618JYP;24/10/2018 06:26:00;B57B08;2;22;5;SortingType:6
1068;2618JYP;24/10/2018 06:24:59;B550E1;2;22;29;SortingType:6
1069;2618JYP;24/10/2018 06:24:00;B58C01;2;22;10;SortingType:6
1070;2618JYP;24/10/2018 06:22:00;B55058;2;22;71;SortingType:6
1071;2618JYP;24/10/2018 06:20:00;B54218;2;22;13;SortingType:6
1072;2618JYP;24/10/2018 06:18:59;B55006;2;22;20;SortingType:6
1073;2618JYP;24/10/2018 06:17:00;B54C60;2;22;20;SortingType:6
1074;2618JYP;24/10/2018 06:15:59;B5772B;2;22;10;SortingType:6
1075;2618JYP;24/10/2018 06:13:59;B54D72;2;22;44;SortingType:6
1076;2618JYP;23/10/2018 10:43:59;B57941;2;21;28;SortingType:6
1077;2618JYP;23/10/2018 10:43:00;B54D28;2;21;27;SortingType:6
1078;7501JXG;23/10/2018 10:41:00;F0A402;5;2;80;SortingType:7
1079;7501JXG;23/10/2018 10:36:00;F08144;5;2;64;SortingType:7
1080;7501JXG;23/10/2018 10:34:59;F0B5A8;5;2;74;SortingType:7
1081;7501JXG;23/10/2018 10:27:00;F094E9;5;2;46;SortingType:7
1082;7501JXG;23/10/2018 10:23:00;F0AA46;5;2;72;SortingType:7
1083;7501JXG;23/10/2018 10:18:00;F0C8DC;6;2;62;SortingType:7
1084;7501JXG;23/10/2018 10:16:00;F0986F;6;2;58;SortingType:7
1085;7501JXG;23/10/2018 10:14:00;F0BD14;5;2;46;SortingType:7
1086;7501JXG;23/10/2018 10:12:59;F0C215;5;2;104;SortingType:7
1087;7501JXG;23/10/2018 10:11:00;F0BDAF;5;2;54;SortingType:7
1088;7501JXG;23/10/2018 10:09:59;F093FE;5;2;28;SortingType:7
1089;7501JXG;23/10/2018 10:07:59;F0A0EE;2;2;52;SortingType:7
1090;7501JXG;23/10/2018 10:02:59;F0A544;3;2;36;SortingType:7
1091;7501JXG;23/10/2018 10:00:00;F0963B;3;2;54;SortingType:7
1092;7501JXG;23/10/2018 09:53:59;F0B163;3;2;66;SortingType:7
1093;2618JYP;23/10/2018 09:18:59;8BA7A9;0;20;22;SortingType:6
1094;1541CLM;23/10/2018 09:18:59;8EE079;2;14;59;SortingType:6
1095;2618JYP;23/10/2018 09:04:59;B58FF8;2;20;21;SortingType:6
1096;2618JYP;23/10/2018 09:04:00;B5424E;2;20;37;SortingType:6
1097;2618JYP;23/10/2018 09:02:00;B57EE5;2;20;32;SortingType:6
1098;2618JYP;23/10/2018 09:00:59;B54B2A;2;20;29;SortingType:6
1099;2618JYP;23/10/2018 08:59:00;ZAMIP;2;20;146;SortingType:6
1100;2618JYP;23/10/2018 08:55:59;8F072A;2;20;2;SortingType:6
1101;2618JYP;23/10/2018 08:55:00;B549CB;2;20;60;SortingType:6
1102;2618JYP;23/10/2018 08:53:00;B58F82;2;20;31;SortingType:6
1103;2618JYP;23/10/2018 08:51:59;B54E04;2;20;21;SortingType:6
1104;2618JYP;23/10/2018 08:50:00;B58C24;2;20;29;SortingType:6
1105;2618JYP;23/10/2018 08:48:59;B548B5;2;20;13;SortingType:6
1106;2618JYP;23/10/2018 08:44:00;B54A4C;2;20;138;SortingType:6
1107;2618JYP;23/10/2018 08:39:59;ZAMIP;2;20;16;SortingType:6
1108;2618JYP;23/10/2018 08:39:00;B54100;2;20;32;SortingType:6
1109;2618JYP;23/10/2018 08:30:59;ZAMIP;2;20;3;SortingType:6
1110;2618JYP;23/10/2018 08:28:59;8EC406;2;20;3;SortingType:6
1111;2618JYP;23/10/2018 08:28:00;8BC059;2;20;6;SortingType:6
1112;2618JYP;23/10/2018 08:26:00;8EC52F;2;20;1;SortingType:6
1113;2618JYP;23/10/2018 08:24:59;8BA4D7;2;20;57;SortingType:6
1114;2618JYP;23/10/2018 08:23:00;8BC6B9;2;20;106;SortingType:6
1115;1541CLM;23/10/2018 08:01:00;B57F39;2;14;15;SortingType:6
1116;1541CLM;23/10/2018 07:52:00;B57812;2;14;5;SortingType:6
1117;2618JYP;23/10/2018 07:43:00;F08B65;5;20;32;SortingType:6
1118;2618JYP;23/10/2018 07:41:59;F09EF9;5;20;84;SortingType:6
1119;2618JYP;23/10/2018 07:38:00;F0A3D4;5;20;7;SortingType:6
1120;2618JYP;23/10/2018 07:34:59;F0AC86;5;20;9;SortingType:6
1121;2618JYP;23/10/2018 07:34:00;F0C2C0;5;20;9;SortingType:6
1122;2618JYP;23/10/2018 07:30:00;F0BA93;2;20;14;SortingType:6
1123;2618JYP;23/10/2018 07:27:59;F0B20D;6;20;20;SortingType:6
1124;2618JYP;23/10/2018 07:23:59;EFE012;6;20;11;SortingType:6
1125;2618JYP;23/10/2018 07:23:59;F0896E;6;20;16;SortingType:6
1126;2618JYP;23/10/2018 07:23:00;F09134;6;20;12;SortingType:6
1127;2618JYP;23/10/2018 07:23:00;F09D7D;6;20;9;SortingType:6
1128;2618JYP;23/10/2018 07:20:00;F0C9DD;5;20;2;SortingType:6
1129;2618JYP;23/10/2018 07:14:59;F0BA64;5;20;5,9;SortingType:6
1130;2618JYP;23/10/2018 07:11:00;F09401;5;20;50;SortingType:6
1131;2618JYP;23/10/2018 07:09:00;F0B726;5;20;16;SortingType:6
1132;2618JYP;23/10/2018 07:05:00;F099C0;5;20;12;SortingType:6
1133;2618JYP;23/10/2018 07:02:00;F0897C;5;20;0;SortingType:6
1134;2618JYP;23/10/2018 07:00:59;F08E0A;5;20;0;SortingType:6
1135;2618JYP;23/10/2018 06:58:59;F099AF;5;20;0;NaN
1136;2618JYP;23/10/2018 06:40:59;F07DE1;5;20;0;SortingType:6
1137;2618JYP;23/10/2018 06:38:59;F0B38D;5;20;0;SortingType:6
